SMILES,LogS,Temperature_K,Compound_Name,CAS,PubChem_CID,FDA_Approved,Source,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotBonds,NumAromRings,HeavyAtomCount,RingCount,FractionCSP3
O=C(O)Cn1cnnn1,0.2990289600806355,303.19,1H-Tetrazole-1-acetic Acid,21732-17-2,543207.0,No,10.1021/je700200b,128.091,-1.2423,80.89999999999999,1,4,2,1,9,1,0.3333333333333333
O=C(O)Cn1cnnn1,0.5048059041409831,308.3,1H-Tetrazole-1-acetic Acid,21732-17-2,543207.0,No,10.1021/je700200b,128.091,-1.2423,80.89999999999999,1,4,2,1,9,1,0.3333333333333333
O=C(O)Cn1cnnn1,0.6940361432888039,313.17,1H-Tetrazole-1-acetic Acid,21732-17-2,543207.0,No,10.1021/je700200b,128.091,-1.2423,80.89999999999999,1,4,2,1,9,1,0.3333333333333333
O=C(O)Cn1cnnn1,0.8812857433897211,318.22,1H-Tetrazole-1-acetic Acid,21732-17-2,543207.0,No,10.1021/je700200b,128.091,-1.2423,80.89999999999999,1,4,2,1,9,1,0.3333333333333333
O=C(O)Cn1cnnn1,1.057209375339934,323.16,1H-Tetrazole-1-acetic Acid,21732-17-2,543207.0,No,10.1021/je700200b,128.091,-1.2423,80.89999999999999,1,4,2,1,9,1,0.3333333333333333
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.0741776889194543,278.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.0852820208340042,283.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.1025476305629798,288.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.1403595495864138,293.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.1489056128865465,298.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.165544763461595,303.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.183568070828758,308.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.19850657349792,313.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.2100897671045934,318.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.2187062186025202,323.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.225391713996303,328.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.2380940561270504,333.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.2630348494385002,338.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1.3507665534318192,343.15,Clindamycin phosphate,24729-96-2,443385.0,Yes,10.1021/je700216w,504.97000000000014,0.5064999999999993,148.79000000000002,5,8,9,0,31,2,0.9444444444444444
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,0.7229782588157807,285.15,4-nitrophthalic acid,610-27-5,69121.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,0.8041892970312619,292.15,4-nitrophthalic acid,610-27-5,69121.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,0.8674058239191295,298.15,4-nitrophthalic acid,610-27-5,69121.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,0.9435018264233648,306.15,4-nitrophthalic acid,610-27-5,69121.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,0.9984516262747426,313.15,4-nitrophthalic acid,610-27-5,69121.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,1.055691692945138,320.15,4-nitrophthalic acid,610-27-5,69121.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,1.1020653397742854,327.15,4-nitrophthalic acid,610-27-5,69121.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,1.1338610604069888,333.15,4-nitrophthalic acid,610-27-5,69121.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,1.1630580864812006,339.15,4-nitrophthalic acid,610-27-5,69121.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,1.1795944880905562,344.15,4-nitrophthalic acid,610-27-5,69121.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,1.1894264382974205,348.15,4-nitrophthalic acid,610-27-5,69121.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-1.366718083000822,285.15,3-nitrophthalic acid,603-11-2,69043.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-1.2630794418972011,292.15,3-nitrophthalic acid,603-11-2,69043.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-1.106468974760555,298.15,3-nitrophthalic acid,603-11-2,69043.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-0.9808890324904715,306.15,3-nitrophthalic acid,603-11-2,69043.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-0.8422529319508014,313.15,3-nitrophthalic acid,603-11-2,69043.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-0.7115872047544257,320.15,3-nitrophthalic acid,603-11-2,69043.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-0.5899591204556583,327.15,3-nitrophthalic acid,603-11-2,69043.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-0.4963608474363833,333.15,3-nitrophthalic acid,603-11-2,69043.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-0.4082110494109898,339.15,3-nitrophthalic acid,603-11-2,69043.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-0.3339225909036738,344.15,3-nitrophthalic acid,603-11-2,69043.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-0.2823005979686476,348.15,3-nitrophthalic acid,603-11-2,69043.0,No,10.1021/je7002594,211.129,0.9912,117.74,2,4,3,1,15,1,0.0
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,-2.133535416910126,274.15,6-aminopenicillanic acid,551-16-6,11082.0,No,10.1021/je700284r,216.262,-0.5393999999999992,83.63000000000001,2,4,1,0,14,2,0.75
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,-2.0988541606332034,278.15,6-aminopenicillanic acid,551-16-6,11082.0,No,10.1021/je700284r,216.262,-0.5393999999999992,83.63000000000001,2,4,1,0,14,2,0.75
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,-2.053397816558622,283.15,6-aminopenicillanic acid,551-16-6,11082.0,No,10.1021/je700284r,216.262,-0.5393999999999992,83.63000000000001,2,4,1,0,14,2,0.75
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,-2.018396319688657,289.15,6-aminopenicillanic acid,551-16-6,11082.0,No,10.1021/je700284r,216.262,-0.5393999999999992,83.63000000000001,2,4,1,0,14,2,0.75
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,-1.993620756598075,293.15,6-aminopenicillanic acid,551-16-6,11082.0,No,10.1021/je700284r,216.262,-0.5393999999999992,83.63000000000001,2,4,1,0,14,2,0.75
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,-1.9503614476881312,298.15,6-aminopenicillanic acid,551-16-6,11082.0,No,10.1021/je700284r,216.262,-0.5393999999999992,83.63000000000001,2,4,1,0,14,2,0.75
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,-1.903263308669762,303.15,6-aminopenicillanic acid,551-16-6,11082.0,No,10.1021/je700284r,216.262,-0.5393999999999992,83.63000000000001,2,4,1,0,14,2,0.75
C1CN2CN3CCN(CN1C3)C2,0.7448267146471955,275.0,"1,3,6,8-tetraazatricyclo[4.4.1.13,8]dodecane (tatd)",51-46-7,66123.0,No,10.1021/je700304z,168.24399999999997,-0.9347999999999984,12.96,0,4,0,0,12,4,1.0
C1CN2CN3CCN(CN1C3)C2,0.754901934276586,277.0,"1,3,6,8-tetraazatricyclo[4.4.1.13,8]dodecane (tatd)",51-46-7,66123.0,No,10.1021/je700304z,168.24399999999997,-0.9347999999999984,12.96,0,4,0,0,12,4,1.0
C1CN2CN3CCN(CN1C3)C2,0.7652831555322577,279.0,"1,3,6,8-tetraazatricyclo[4.4.1.13,8]dodecane (tatd)",51-46-7,66123.0,No,10.1021/je700304z,168.24399999999997,-0.9347999999999984,12.96,0,4,0,0,12,4,1.0
C1CN2CN3CCN(CN1C3)C2,0.7907576145957596,283.0,"1,3,6,8-tetraazatricyclo[4.4.1.13,8]dodecane (tatd)",51-46-7,66123.0,No,10.1021/je700304z,168.24399999999997,-0.9347999999999984,12.96,0,4,0,0,12,4,1.0
C1CN2CN3CCN(CN1C3)C2,0.8125221355196527,288.0,"1,3,6,8-tetraazatricyclo[4.4.1.13,8]dodecane (tatd)",51-46-7,66123.0,No,10.1021/je700304z,168.24399999999997,-0.9347999999999984,12.96,0,4,0,0,12,4,1.0
C1CN2CN3CCN(CN1C3)C2,0.8307045906986663,293.0,"1,3,6,8-tetraazatricyclo[4.4.1.13,8]dodecane (tatd)",51-46-7,66123.0,No,10.1021/je700304z,168.24399999999997,-0.9347999999999984,12.96,0,4,0,0,12,4,1.0
C1CN2CN3CCN(CN1C3)C2,0.8469477945761126,298.0,"1,3,6,8-tetraazatricyclo[4.4.1.13,8]dodecane (tatd)",51-46-7,66123.0,No,10.1021/je700304z,168.24399999999997,-0.9347999999999984,12.96,0,4,0,0,12,4,1.0
C1CN2CN3CCN(CN1C3)C2,0.8718719031973045,303.0,"1,3,6,8-tetraazatricyclo[4.4.1.13,8]dodecane (tatd)",51-46-7,66123.0,No,10.1021/je700304z,168.24399999999997,-0.9347999999999984,12.96,0,4,0,0,12,4,1.0
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,-2.830417140974811,302.76,Imidacloprid,138261-41-3,135527764.0,No,10.1021/je7004038,255.665,0.6878999999999995,83.66,1,3,3,1,17,2,0.3333333333333333
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,-2.664056551299099,308.62,Imidacloprid,138261-41-3,135527764.0,No,10.1021/je7004038,255.665,0.6878999999999995,83.66,1,3,3,1,17,2,0.3333333333333333
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,-2.571752016248552,314.75,Imidacloprid,138261-41-3,135527764.0,No,10.1021/je7004038,255.665,0.6878999999999995,83.66,1,3,3,1,17,2,0.3333333333333333
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,-2.3394432834245986,324.15,Imidacloprid,138261-41-3,135527764.0,No,10.1021/je7004038,255.665,0.6878999999999995,83.66,1,3,3,1,17,2,0.3333333333333333
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,-2.1887948567644484,329.34,Imidacloprid,138261-41-3,135527764.0,No,10.1021/je7004038,255.665,0.6878999999999995,83.66,1,3,3,1,17,2,0.3333333333333333
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,-2.141826987820457,330.75,Imidacloprid,138261-41-3,135527764.0,No,10.1021/je7004038,255.665,0.6878999999999995,83.66,1,3,3,1,17,2,0.3333333333333333
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,-2.0368439457343266,334.52,Imidacloprid,138261-41-3,135527764.0,No,10.1021/je7004038,255.665,0.6878999999999995,83.66,1,3,3,1,17,2,0.3333333333333333
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,-1.9017145441695864,340.44,Imidacloprid,138261-41-3,135527764.0,No,10.1021/je7004038,255.665,0.6878999999999995,83.66,1,3,3,1,17,2,0.3333333333333333
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,-1.807610345553476,344.57,Imidacloprid,138261-41-3,135527764.0,No,10.1021/je7004038,255.665,0.6878999999999995,83.66,1,3,3,1,17,2,0.3333333333333333
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,-1.7575916203205943,346.87,Imidacloprid,138261-41-3,135527764.0,No,10.1021/je7004038,255.665,0.6878999999999995,83.66,1,3,3,1,17,2,0.3333333333333333
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,-1.7074795173794302,348.94,Imidacloprid,138261-41-3,135527764.0,No,10.1021/je7004038,255.665,0.6878999999999995,83.66,1,3,3,1,17,2,0.3333333333333333
O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,-2.115209578795954,303.0,"2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxy phenylene",99208-50-1,13750322.0,No,10.1021/je700404u,324.27200000000005,3.3861000000000017,66.76,2,4,1,3,23,4,0.0
O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,-2.102806046644275,307.95,"2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxy phenylene",99208-50-1,13750322.0,No,10.1021/je700404u,324.27200000000005,3.3861000000000017,66.76,2,4,1,3,23,4,0.0
O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,-2.0799356146550223,312.85,"2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxy phenylene",99208-50-1,13750322.0,No,10.1021/je700404u,324.27200000000005,3.3861000000000017,66.76,2,4,1,3,23,4,0.0
O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,-2.0706568942194195,317.6,"2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxy phenylene",99208-50-1,13750322.0,No,10.1021/je700404u,324.27200000000005,3.3861000000000017,66.76,2,4,1,3,23,4,0.0
O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,-2.0431678911394653,322.45,"2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxy phenylene",99208-50-1,13750322.0,No,10.1021/je700404u,324.27200000000005,3.3861000000000017,66.76,2,4,1,3,23,4,0.0
O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,-2.036405935549056,327.65,"2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxy phenylene",99208-50-1,13750322.0,No,10.1021/je700404u,324.27200000000005,3.3861000000000017,66.76,2,4,1,3,23,4,0.0
O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,-2.0207883109983693,332.5,"2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxy phenylene",99208-50-1,13750322.0,No,10.1021/je700404u,324.27200000000005,3.3861000000000017,66.76,2,4,1,3,23,4,0.0
O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,-1.9991206464885425,337.55,"2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxy phenylene",99208-50-1,13750322.0,No,10.1021/je700404u,324.27200000000005,3.3861000000000017,66.76,2,4,1,3,23,4,0.0
O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,-1.9886538350141705,342.35,"2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxy phenylene",99208-50-1,13750322.0,No,10.1021/je700404u,324.27200000000005,3.3861000000000017,66.76,2,4,1,3,23,4,0.0
CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C.Cl,-1.1182255438321504,278.28,Dioxopromethazine hydrochloride,15374-15-9,11416891.0,No,10.1021/je700453v,352.887,3.3428000000000027,40.620000000000005,0,4,3,2,23,3,0.2941176470588235
CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C.Cl,-1.0424730325085558,283.27,Dioxopromethazine hydrochloride,15374-15-9,11416891.0,No,10.1021/je700453v,352.887,3.3428000000000027,40.620000000000005,0,4,3,2,23,3,0.2941176470588235
CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C.Cl,-0.9533897348423748,288.27,Dioxopromethazine hydrochloride,15374-15-9,11416891.0,No,10.1021/je700453v,352.887,3.3428000000000027,40.620000000000005,0,4,3,2,23,3,0.2941176470588235
CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C.Cl,-0.8646142850718561,293.24,Dioxopromethazine hydrochloride,15374-15-9,11416891.0,No,10.1021/je700453v,352.887,3.3428000000000027,40.620000000000005,0,4,3,2,23,3,0.2941176470588235
CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C.Cl,-0.7753326446468687,298.18,Dioxopromethazine hydrochloride,15374-15-9,11416891.0,No,10.1021/je700453v,352.887,3.3428000000000027,40.620000000000005,0,4,3,2,23,3,0.2941176470588235
CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C.Cl,-0.6780304946865696,303.18,Dioxopromethazine hydrochloride,15374-15-9,11416891.0,No,10.1021/je700453v,352.887,3.3428000000000027,40.620000000000005,0,4,3,2,23,3,0.2941176470588235
CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C.Cl,-0.5721293819647699,308.16,Dioxopromethazine hydrochloride,15374-15-9,11416891.0,No,10.1021/je700453v,352.887,3.3428000000000027,40.620000000000005,0,4,3,2,23,3,0.2941176470588235
CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C.Cl,-0.4617597009520465,313.22,Dioxopromethazine hydrochloride,15374-15-9,11416891.0,No,10.1021/je700453v,352.887,3.3428000000000027,40.620000000000005,0,4,3,2,23,3,0.2941176470588235
O=C(O)CCCCCCCCC(=O)O,-2.701662663200668,321.95,Sebacic acid,111-20-6,5192.0,No,10.1021/je7005314,202.25,2.2764,74.6,2,2,9,0,14,0,0.8
O=C(O)CCCCCCCCC(=O)O,-2.4574406966351563,327.45,Sebacic acid,111-20-6,5192.0,No,10.1021/je7005314,202.25,2.2764,74.6,2,2,9,0,14,0,0.8
O=C(O)CCCCCCCCC(=O)O,-2.3196352412160053,329.44,Sebacic acid,111-20-6,5192.0,No,10.1021/je7005314,202.25,2.2764,74.6,2,2,9,0,14,0,0.8
O=C(O)CCCCCCCCC(=O)O,-2.291210505161232,331.61,Sebacic acid,111-20-6,5192.0,No,10.1021/je7005314,202.25,2.2764,74.6,2,2,9,0,14,0,0.8
O=C(O)CCCCCCCCC(=O)O,-2.1806366184419246,334.01,Sebacic acid,111-20-6,5192.0,No,10.1021/je7005314,202.25,2.2764,74.6,2,2,9,0,14,0,0.8
O=C(O)CCCCCCCCC(=O)O,-2.0817068760261725,336.96,Sebacic acid,111-20-6,5192.0,No,10.1021/je7005314,202.25,2.2764,74.6,2,2,9,0,14,0,0.8
O=C(O)CCCCCCCCC(=O)O,-2.0306888900810462,339.68,Sebacic acid,111-20-6,5192.0,No,10.1021/je7005314,202.25,2.2764,74.6,2,2,9,0,14,0,0.8
O=C(O)CCCCCCCCC(=O)O,-1.9443980993858256,341.72,Sebacic acid,111-20-6,5192.0,No,10.1021/je7005314,202.25,2.2764,74.6,2,2,9,0,14,0,0.8
O=C(O)CCCCCCCCC(=O)O,-1.890861663978073,343.83,Sebacic acid,111-20-6,5192.0,No,10.1021/je7005314,202.25,2.2764,74.6,2,2,9,0,14,0,0.8
O=C(O)CCCCCCCCC(=O)O,-1.8506799986156344,347.4,Sebacic acid,111-20-6,5192.0,No,10.1021/je7005314,202.25,2.2764,74.6,2,2,9,0,14,0,0.8
O=C(O)CCCCCCCCC(=O)O,-1.766248262513219,350.2,Sebacic acid,111-20-6,5192.0,No,10.1021/je7005314,202.25,2.2764,74.6,2,2,9,0,14,0,0.8
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-2.1004071367791166,293.15,Ofloxacin,82419-36-1,4583.0,Yes,10.1021/je7007044,361.3730000000001,1.5439999999999998,75.00999999999999,1,5,2,2,26,4,0.4444444444444444
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-2.0796041695706657,298.15,Ofloxacin,82419-36-1,4583.0,Yes,10.1021/je7007044,361.3730000000001,1.5439999999999998,75.00999999999999,1,5,2,2,26,4,0.4444444444444444
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-2.0555153597912823,303.15,Ofloxacin,82419-36-1,4583.0,Yes,10.1021/je7007044,361.3730000000001,1.5439999999999998,75.00999999999999,1,5,2,2,26,4,0.4444444444444444
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-2.028223339407268,308.15,Ofloxacin,82419-36-1,4583.0,Yes,10.1021/je7007044,361.3730000000001,1.5439999999999998,75.00999999999999,1,5,2,2,26,4,0.4444444444444444
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-1.996021250304714,313.15,Ofloxacin,82419-36-1,4583.0,Yes,10.1021/je7007044,361.3730000000001,1.5439999999999998,75.00999999999999,1,5,2,2,26,4,0.4444444444444444
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-1.967565757140418,318.15,Ofloxacin,82419-36-1,4583.0,Yes,10.1021/je7007044,361.3730000000001,1.5439999999999998,75.00999999999999,1,5,2,2,26,4,0.4444444444444444
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,-3.55260308910128,293.15,Pefloxacin,70458-92-3,51081.0,Yes,10.1021/je7007044,333.36300000000006,1.6105000000000005,65.78,1,4,3,2,24,3,0.4117647058823529
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,-3.4681807997503755,298.15,Pefloxacin,70458-92-3,51081.0,Yes,10.1021/je7007044,333.36300000000006,1.6105000000000005,65.78,1,4,3,2,24,3,0.4117647058823529
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,-3.3749428007102664,303.15,Pefloxacin,70458-92-3,51081.0,Yes,10.1021/je7007044,333.36300000000006,1.6105000000000005,65.78,1,4,3,2,24,3,0.4117647058823529
